Exx	Eyy	Ezz	Eyz	Exz	Exy	Txx	Tyy	Tzz	Tyz	Txz	Txy	TwinRealVF	TwinMade	SlipTotal	Basal	Prismatic	Pyr1	Pyr2	Slip_share_Twin
1.35034e-14	10.3796	-0.477019	1.93726e-17	-1.72146e-18	-5.81939e-19	29.061	112.296	-124.246	-0.899465	1.75806	-0.463704	0.39305	0.190918	5.05025	1.53635	1.39236	2.12154	0	0.0507035
1.35252e-14	10.4342	-0.477134	1.99452e-17	-1.61587e-18	-2.35641e-20	29.0937	112.317	-124.291	-0.90007	1.75631	-0.463298	0.393051	0.190918	5.05841	1.53834	1.39428	2.12579	0	0.0507036
1.35498e-14	10.489	-0.477248	2.05082e-17	-1.6811e-18	-1.11763e-18	29.1265	112.338	-124.336	-0.900668	1.75459	-0.462873	0.393052	0.190918	5.06656	1.54033	1.39619	2.13004	0	0.0507037
1.35713e-14	10.544	-0.477362	2.05008e-17	-1.79746e-18	-2.8033e-18	29.1593	112.358	-124.381	-0.90126	1.75286	-0.462437	0.393053	0.190918	5.07472	1.54232	1.3981	2.13429	0	0.0507038
1.35926e-14	10.5994	-0.477475	1.97411e-17	-1.91375e-18	-3.88453e-18	29.1922	112.379	-124.425	-0.901849	1.75113	-0.462	0.393054	0.190918	5.08287	1.54431	1.40001	2.13855	0	0.0507039
1.36161e-14	10.655	-0.477587	2.01494e-17	-1.90371e-18	-3.22662e-18	29.2252	112.399	-124.47	-0.902435	1.74938	-0.461567	0.393055	0.190918	5.09103	1.5463	1.40193	2.14281	0	0.050704
1.36353e-14	10.711	-0.477699	2.04663e-17	-2.0056e-18	-4.07279e-18	29.2582	112.419	-124.515	-0.90302	1.74761	-0.461138	0.393055	0.190918	5.09918	1.54828	1.40384	2.14707	0	0.0507041
1.36565e-14	10.7672	-0.47781	2.08752e-17	-2.04985e-18	-5.10405e-18	29.2914	112.439	-124.56	-0.903604	1.74581	-0.460714	0.393056	0.190918	5.10734	1.55027	1.40574	2.15133	0	0.0507043
1.36809e-14	10.8236	-0.477921	2.10514e-17	-2.0537e-18	-7.0192e-18	29.3247	112.458	-124.605	-0.904189	1.744	-0.460291	0.393057	0.190918	5.11549	1.55225	1.40765	2.15559	0	0.0507044
1.37022e-14	10.8804	-0.478031	2.12853e-17	-2.04421e-18	-6.84203e-18	29.358	112.478	-124.649	-0.904775	1.74216	-0.459869	0.393058	0.190918	5.12365	1.55423	1.40956	2.15985	0	0.0507045
1.37251e-14	10.9374	-0.47814	2.21981e-17	-2.12204e-18	-8.83541e-18	29.3915	112.498	-124.694	-0.905364	1.74031	-0.459445	0.393059	0.190918	5.1318	1.55622	1.41147	2.16412	0	0.0507046
1.37519e-14	10.9948	-0.478249	2.20219e-17	-2.21073e-18	-7.95367e-18	29.4251	112.517	-124.739	-0.905956	1.73846	-0.459024	0.393059	0.190918	5.13996	1.5582	1.41337	2.16838	0	0.0507047
1.37745e-14	11.0524	-0.478358	2.20937e-17	-2.21356e-18	-5.56569e-18	29.4588	112.536	-124.783	-0.906553	1.73663	-0.458611	0.39306	0.190918	5.14811	1.56018	1.41528	2.17265	0	0.0507048
1.37965e-14	11.1103	-0.478466	2.25087e-17	-2.11072e-18	-3.18742e-18	29.4927	112.555	-124.828	-0.907155	1.73484	-0.458212	0.393061	0.190918	5.15627	1.56216	1.41718	2.17692	0	0.0507049
1.38212e-14	11.1685	-0.478573	2.26306e-17	-2.08177e-18	-3.55338e-18	29.5267	112.574	-124.873	-0.907763	1.73309	-0.457831	0.393062	0.190918	5.16442	1.56414	1.41909	2.18119	0	0.050705
1.3843e-14	11.227	-0.47868	2.33951e-17	-2.0702e-18	-3.0883e-18	29.5609	112.593	-124.917	-0.908376	1.73139	-0.457469	0.393062	0.190918	5.17257	1.56612	1.42099	2.18546	0	0.0507051
1.38671e-14	11.2858	-0.478786	2.35198e-17	-2.10994e-18	-1.17091e-18	29.5951	112.611	-124.962	-0.908993	1.7297	-0.457124	0.393063	0.190918	5.18073	1.5681	1.42289	2.18974	0	0.0507051
1.38836e-14	11.3448	-0.478892	2.38701e-17	-2.14089e-18	-2.58421e-18	29.6292	112.63	-125.007	-0.909614	1.72803	-0.456799	0.393064	0.190918	5.18888	1.57007	1.42479	2.19401	0	0.0507052
1.39033e-14	11.4042	-0.478997	2.37657e-17	-1.91054e-18	-3.81187e-18	29.6634	112.648	-125.051	-0.91024	1.72637	-0.456498	0.393065	0.190918	5.19704	1.57205	1.42669	2.19829	0	0.0507053
1.39242e-14	11.4639	-0.479102	2.41779e-17	-1.88799e-18	-2.86474e-18	29.6976	112.667	-125.095	-0.910874	1.72473	-0.456231	0.393065	0.190918	5.20519	1.57403	1.42859	2.20257	0	0.0507054
1.39482e-14	11.5239	-0.479206	2.45579e-17	-1.93981e-18	-3.77199e-18	29.7318	112.685	-125.14	-0.911516	1.72313	-0.456007	0.393066	0.190918	5.21334	1.576	1.43049	2.20685	0	0.0507055
1.39706e-14	11.5841	-0.47931	2.4881e-17	-1.85579e-18	-3.29438e-18	29.766	112.703	-125.184	-0.912169	1.72158	-0.455829	0.393067	0.190918	5.2215	1.57798	1.43239	2.21113	0	0.0507056
1.39963e-14	11.6447	-0.479413	2.45822e-17	-2.20886e-18	-6.48338e-18	29.8003	112.721	-125.228	-0.912829	1.72005	-0.455692	0.393067	0.190918	5.22965	1.57995	1.43429	2.21542	0	0.0507057
1.40191e-14	11.7056	-0.479516	2.5071e-17	-2.00711e-18	-4.71611e-18	29.8345	112.739	-125.272	-0.913494	1.71853	-0.455586	0.393068	0.190918	5.23781	1.58192	1.43618	2.2197	0	0.0507058
1.40385e-14	11.7668	-0.479618	2.46748e-17	-1.96467e-18	-5.16652e-18	29.8687	112.757	-125.316	-0.914161	1.71701	-0.455502	0.393069	0.190918	5.24596	1.5839	1.43808	2.22399	0	0.0507059
1.40599e-14	11.8282	-0.47972	2.58029e-17	-1.99761e-18	-5.6514e-18	29.9028	112.775	-125.36	-0.914828	1.71548	-0.455432	0.393069	0.190918	5.25411	1.58587	1.43997	2.22827	0	0.050706
1.40817e-14	11.89	-0.479821	2.52748e-17	-1.952e-18	-3.39507e-18	29.9367	112.793	-125.404	-0.915493	1.71392	-0.455374	0.39307	0.190918	5.26227	1.58784	1.44186	2.23256	0	0.050706
1.41043e-14	11.9521	-0.479922	2.54706e-17	-1.95133e-18	-3.20361e-18	29.9706	112.81	-125.447	-0.916156	1.71234	-0.455325	0.393071	0.190918	5.27042	1.58981	1.44376	2.23685	0	0.0507061
1.41234e-14	12.0146	-0.480022	2.55997e-17	-1.80553e-18	-2.44238e-18	30.0044	112.828	-125.491	-0.916815	1.71074	-0.455282	0.393071	0.190918	5.27857	1.59178	1.44565	2.24115	0	0.0507062
1.41482e-14	12.0773	-0.480121	2.61127e-17	-1.85774e-18	-4.05666e-18	30.0381	112.846	-125.534	-0.91747	1.70912	-0.455242	0.393072	0.190918	5.28673	1.59375	1.44754	2.24544	0	0.0507063
1.41673e-14	12.1403	-0.48022	2.61433e-17	-1.98573e-18	-5.18736e-18	30.0718	112.864	-125.578	-0.918119	1.7075	-0.455197	0.393073	0.190918	5.29488	1.59571	1.44943	2.24973	0	0.0507064
1.4189e-14	12.2037	-0.480319	2.60371e-17	-1.87457e-18	-6.20258e-18	30.1055	112.881	-125.621	-0.918759	1.7059	-0.455136	0.393073	0.190918	5.30303	1.59768	1.45132	2.25403	0	0.0507065
1.42128e-14	12.2674	-0.480417	2.59514e-17	-1.81523e-18	-9.14414e-18	30.1392	112.899	-125.664	-0.919387	1.70434	-0.455044	0.393074	0.190918	5.31119	1.59965	1.45321	2.25833	0	0.0507065
1.42345e-14	12.3314	-0.480515	2.61464e-17	-1.8747e-18	-1.02837e-17	30.1731	112.916	-125.707	-0.919999	1.70285	-0.454906	0.393075	0.190918	5.31934	1.60161	1.4551	2.26263	0	0.0507066
1.4257e-14	12.3957	-0.480612	2.69122e-17	-1.9137e-18	-1.1328e-17	30.2071	112.934	-125.75	-0.920597	1.70144	-0.45472	0.393075	0.190918	5.32749	1.60358	1.45698	2.26693	0	0.0507067
1.42814e-14	12.4603	-0.480709	2.7117e-17	-1.83246e-18	-1.01283e-17	30.2413	112.951	-125.793	-0.921183	1.70011	-0.454495	0.393076	0.190918	5.33564	1.60554	1.45887	2.27123	0	0.0507068
1.43065e-14	12.5253	-0.480805	2.68086e-17	-1.85393e-18	-5.85215e-18	30.2755	112.968	-125.837	-0.921768	1.69887	-0.454259	0.393076	0.190918	5.3438	1.60751	1.46075	2.27554	0	0.0507068
1.43316e-14	12.5906	-0.480901	2.7416e-17	-1.76454e-18	-3.86817e-18	30.3098	112.984	-125.88	-0.922355	1.69769	-0.454026	0.393077	0.190918	5.35195	1.60947	1.46264	2.27984	0	0.0507069
1.43546e-14	12.6562	-0.480996	2.73713e-17	-1.78394e-18	-3.7486e-18	30.3441	113.001	-125.923	-0.922943	1.69655	-0.45379	0.393077	0.190918	5.3601	1.61143	1.46452	2.28415	0	0.050707
1.43708e-14	12.7222	-0.481091	2.67171e-17	-1.82168e-18	-3.59053e-18	30.3783	113.018	-125.965	-0.923531	1.69541	-0.453552	0.393078	0.190918	5.36825	1.61339	1.4664	2.28846	0	0.0507071
1.43892e-14	12.7884	-0.481185	2.74005e-17	-1.76291e-18	-4.60915e-18	30.4125	113.034	-126.008	-0.92412	1.69427	-0.453311	0.393079	0.190918	5.37641	1.61535	1.46829	2.29277	0	0.0507071
1.44108e-14	12.855	-0.481279	2.69179e-17	-1.71197e-18	-2.66283e-18	30.4466	113.051	-126.051	-0.924711	1.69313	-0.45307	0.393079	0.190918	5.38456	1.61731	1.47017	2.29708	0	0.0507072
1.44325e-14	12.922	-0.481372	2.6937e-17	-1.66318e-18	-1.36803e-18	30.4806	113.068	-126.094	-0.925304	1.69199	-0.452829	0.39308	0.190918	5.39271	1.61927	1.47205	2.30139	0	0.0507073
1.44587e-14	12.9893	-0.481465	2.62813e-17	-1.54358e-18	-2.81357e-18	30.5146	113.084	-126.136	-0.9259	1.69084	-0.452586	0.39308	0.190918	5.40086	1.62123	1.47393	2.3057	0	0.0507074
1.4475e-14	13.0569	-0.481558	2.68784e-17	-1.47391e-18	-3.81732e-18	30.5485	113.101	-126.178	-0.926498	1.68967	-0.452342	0.393081	0.190918	5.40901	1.62319	1.47581	2.31002	0	0.0507074
1.44962e-14	13.1248	-0.48165	2.76366e-17	-1.73549e-18	-4.81718e-18	30.5823	113.117	-126.221	-0.927097	1.6885	-0.452098	0.393081	0.190918	5.41717	1.62515	1.47768	2.31434	0	0.0507075
1.45181e-14	13.1931	-0.481741	2.78272e-17	-1.69212e-18	-1.18423e-17	30.616	113.134	-126.263	-0.927699	1.68731	-0.451854	0.393082	0.190918	5.42532	1.6271	1.47956	2.31865	0	0.0507076
1.45403e-14	13.2618	-0.481832	2.82133e-17	-1.67608e-18	-1.07973e-17	30.6496	113.15	-126.305	-0.928302	1.6861	-0.45161	0.393082	0.190918	5.43347	1.62906	1.48144	2.32297	0	0.0507076
1.45617e-14	13.3307	-0.481923	2.82142e-17	-1.65972e-18	-1.34046e-17	30.6832	113.166	-126.347	-0.928906	1.68488	-0.451367	0.393083	0.190918	5.44162	1.63101	1.48331	2.3273	0	0.0507077
1.4581e-14	13.4001	-0.482013	2.89304e-17	-1.73114e-18	-1.46069e-17	30.7168	113.183	-126.388	-0.929511	1.68364	-0.451126	0.393083	0.190918	5.44977	1.63297	1.48519	2.33162	0	0.0507078
1.45953e-14	13.4698	-0.482103	2.82755e-17	-1.75133e-18	-1.53602e-17	30.7503	113.199	-126.43	-0.930117	1.68237	-0.450887	0.393084	0.190918	5.45792	1.63492	1.48706	2.33594	0	0.0507078
1.46164e-14	13.5398	-0.482192	2.83941e-17	-1.7583e-18	-1.70146e-17	30.7837	113.215	-126.472	-0.930724	1.68109	-0.450653	0.393084	0.190918	5.46608	1.63687	1.48893	2.34027	0	0.0507079
1.46395e-14	13.6102	-0.482281	2.81398e-17	-1.70019e-18	-1.68737e-17	30.8172	113.232	-126.513	-0.931332	1.67979	-0.450423	0.393085	0.190918	5.47423	1.63883	1.49081	2.34459	0	0.050708
1.46631e-14	13.6809	-0.482369	2.86776e-17	-1.76582e-18	-1.59532e-17	30.8505	113.248	-126.555	-0.931941	1.67848	-0.450198	0.393085	0.190918	5.48238	1.64078	1.49268	2.34892	0	0.050708
1.46874e-14	13.752	-0.482457	2.95104e-17	-1.89147e-18	-1.67652e-17	30.8839	113.264	-126.596	-0.932552	1.67715	-0.449979	0.393086	0.190918	5.49053	1.64273	1.49455	2.35325	0	0.0507081
1.47127e-14	13.8234	-0.482545	2.95224e-17	-1.93623e-18	-2.10249e-17	30.9173	113.28	-126.638	-0.933167	1.67583	-0.449767	0.393086	0.190918	5.49868	1.64468	1.49642	2.35758	0	0.0507081
1.47372e-14	13.8952	-0.482632	2.97038e-17	-2.00983e-18	-2.16281e-17	30.9508	113.296	-126.679	-0.933787	1.67451	-0.449561	0.393087	0.190918	5.50683	1.64663	1.49829	2.36191	0	0.0507082
1.47569e-14	13.9674	-0.482718	3.0221e-17	-2.0532e-18	-2.25449e-17	30.9844	113.311	-126.72	-0.934412	1.67321	-0.449358	0.393087	0.190918	5.51498	1.64858	1.50015	2.36625	0	0.0507083
1.47757e-14	14.0399	-0.482804	3.00479e-17	-2.17566e-18	-2.73879e-17	31.0182	113.327	-126.761	-0.935042	1.67193	-0.449147	0.393088	0.190918	5.52313	1.65053	1.50202	2.37058	0	0.0507083
1.47991e-14	14.1128	-0.48289	3.01368e-17	-2.224e-18	-2.44748e-17	31.0522	113.342	-126.803	-0.935673	1.67068	-0.448913	0.393088	0.190918	5.53128	1.65247	1.50389	2.37492	0	0.0507084
1.48198e-14	14.186	-0.482976	3.03459e-17	-2.15507e-18	-2.45524e-17	31.0863	113.357	-126.844	-0.936301	1.66946	-0.448638	0.393089	0.190918	5.53943	1.65442	1.50575	2.37926	0	0.0507084
1.48421e-14	14.2596	-0.48306	3.04205e-17	-2.27379e-18	-2.76002e-17	31.1208	113.372	-126.886	-0.93692	1.66831	-0.448312	0.393089	0.190918	5.54758	1.65637	1.50762	2.3836	0	0.0507085
1.48625e-14	14.3336	-0.483145	3.00653e-17	-2.2002e-18	-2.63555e-17	31.1554	113.387	-126.927	-0.937529	1.66724	-0.447926	0.39309	0.190918	5.55573	1.65831	1.50948	2.38794	0	0.0507085
1.48838e-14	14.408	-0.483229	3.07417e-17	-2.11977e-18	-2.87728e-17	31.1902	113.402	-126.969	-0.938125	1.66624	-0.447483	0.39309	0.190918	5.56388	1.66026	1.51135	2.39228	0	0.0507086
1.49052e-14	14.4827	-0.483313	3.11085e-17	-2.14197e-18	-2.6723e-17	31.2252	113.416	-127.01	-0.938708	1.6653	-0.446995	0.39309	0.190918	5.57203	1.6622	1.51321	2.39662	0	0.0507087
1.49268e-14	14.5578	-0.483396	3.12079e-17	-2.32485e-18	-2.88123e-17	31.2602	113.43	-127.052	-0.939277	1.66439	-0.446483	0.393091	0.190918	5.58018	1.66415	1.51507	2.40097	0	0.0507087
1.4949e-14	14.6333	-0.483479	3.13222e-17	-2.36112e-18	-2.60824e-17	31.2953	113.445	-127.093	-0.939835	1.6635	-0.445955	0.393091	0.190918	5.58833	1.66609	1.51693	2.40531	0	0.0507088
1.49697e-14	14.7091	-0.483561	3.11787e-17	-2.23618e-18	-2.58473e-17	31.3305	113.459	-127.134	-0.940385	1.66263	-0.445409	0.393092	0.190918	5.59648	1.66803	1.51879	2.40966	0	0.0507088
1.49906e-14	14.7854	-0.483643	3.07519e-17	-2.27416e-18	-2.42133e-17	31.3656	113.473	-127.176	-0.940929	1.66179	-0.444844	0.393092	0.190918	5.60463	1.66997	1.52065	2.41401	0	0.0507089
1.50079e-14	14.862	-0.483725	3.09887e-17	-2.32106e-18	-2.55662e-17	31.4008	113.487	-127.217	-0.941466	1.66097	-0.444256	0.393092	0.190918	5.61278	1.67191	1.52251	2.41836	0	0.0507089
1.5029e-14	14.939	-0.483806	3.05037e-17	-2.40594e-18	-2.77954e-17	31.436	113.5	-127.258	-0.941995	1.6602	-0.443645	0.393093	0.190918	5.62093	1.67385	1.52437	2.42271	0	0.050709
1.50488e-14	15.0164	-0.483887	3.08301e-17	-2.33066e-18	-2.89552e-17	31.4713	113.514	-127.3	-0.942517	1.65945	-0.443011	0.393093	0.190918	5.62908	1.67579	1.52622	2.42706	0	0.050709
1.50706e-14	15.0941	-0.483967	3.1409e-17	-2.29989e-18	-2.82184e-17	31.5066	113.528	-127.341	-0.943031	1.65874	-0.442359	0.393094	0.190918	5.63723	1.67773	1.52808	2.43142	0	0.0507091
1.50929e-14	15.1723	-0.484047	3.17798e-17	-2.15374e-18	-2.9205e-17	31.542	113.541	-127.382	-0.94354	1.65804	-0.441694	0.393094	0.190918	5.64538	1.67967	1.52994	2.43577	0	0.0507091
1.51135e-14	15.2509	-0.484126	3.16448e-17	-2.09922e-18	-3.05649e-17	31.5773	113.555	-127.423	-0.944043	1.65734	-0.441024	0.393094	0.190918	5.65353	1.68161	1.53179	2.44013	0	0.0507092
1.51364e-14	15.3298	-0.484206	3.28058e-17	-2.03801e-18	-2.78249e-17	31.6126	113.568	-127.464	-0.94454	1.65663	-0.440354	0.393095	0.190918	5.66168	1.68355	1.53364	2.44449	0	0.0507092
1.51586e-14	15.4092	-0.484284	3.2247e-17	-2.01256e-18	-2.98247e-17	31.6479	113.581	-127.505	-0.945033	1.65591	-0.439688	0.393095	0.190918	5.66983	1.68548	1.5355	2.44885	0	0.0507093
1.51776e-14	15.4889	-0.484363	3.26566e-17	-2.04397e-18	-3.18658e-17	31.6833	113.595	-127.546	-0.94552	1.65516	-0.439029	0.393096	0.190918	5.67798	1.68742	1.53735	2.45321	0	0.0507093
1.51995e-14	15.5691	-0.484441	3.30745e-17	-2.24715e-18	-3.21578e-17	31.7186	113.608	-127.586	-0.946001	1.65439	-0.43838	0.393096	0.190918	5.68612	1.68935	1.5392	2.45757	0	0.0507094
1.52202e-14	15.6496	-0.484518	3.2654e-17	-2.19419e-18	-3.49883e-17	31.7539	113.621	-127.627	-0.946477	1.65359	-0.43774	0.393096	0.190918	5.69427	1.69129	1.54105	2.46193	0	0.0507094
1.52416e-14	15.7306	-0.484596	3.22502e-17	-2.08281e-18	-3.74627e-17	31.7893	113.634	-127.668	-0.946947	1.65277	-0.437109	0.393097	0.190918	5.70242	1.69322	1.5429	2.4663	0	0.0507095
1.52651e-14	15.8119	-0.484672	3.29626e-17	-1.93815e-18	-3.60433e-17	31.8246	113.647	-127.708	-0.947412	1.65192	-0.436488	0.393097	0.190918	5.71057	1.69516	1.54475	2.47067	0	0.0507095
1.52839e-14	15.8937	-0.484749	3.25939e-17	-2.02793e-18	-3.83404e-17	31.8598	113.66	-127.749	-0.947872	1.65108	-0.435882	0.393097	0.190918	5.71872	1.69709	1.5466	2.47503	0	0.0507096
1.53039e-14	15.9759	-0.484825	3.33202e-17	-1.93943e-18	-4.1457e-17	31.8951	113.673	-127.789	-0.948329	1.65023	-0.435295	0.393098	0.190918	5.72687	1.69902	1.54844	2.4794	0	0.0507096
1.53279e-14	16.0585	-0.484901	3.33454e-17	-2.04701e-18	-4.64035e-17	31.9303	113.685	-127.83	-0.948782	1.64939	-0.434726	0.393098	0.190918	5.73501	1.70095	1.55029	2.48377	0	0.0507097
1.53512e-14	16.1415	-0.484976	3.3408e-17	-2.18483e-18	-4.35121e-17	31.9654	113.698	-127.87	-0.94923	1.64854	-0.434168	0.393098	0.190918	5.74316	1.70288	1.55214	2.48814	0	0.0507097
1.53712e-14	16.2249	-0.485051	3.30809e-17	-1.95829e-18	-4.4359e-17	32.0005	113.711	-127.91	-0.949672	1.64768	-0.43362	0.393099	0.190918	5.75131	1.70481	1.55398	2.49252	0	0.0507097
1.53923e-14	16.3087	-0.485125	3.29783e-17	-2.00758e-18	-4.11593e-17	32.0356	113.724	-127.95	-0.950109	1.64681	-0.433082	0.393099	0.190918	5.75946	1.70674	1.55583	2.49689	0	0.0507098
1.54116e-14	16.393	-0.4852	3.27691e-17	-1.9384e-18	-4.53409e-17	32.0707	113.736	-127.99	-0.950541	1.64594	-0.432554	0.393099	0.190918	5.76761	1.70867	1.55767	2.50127	0	0.0507098
1.54338e-14	16.4776	-0.485273	3.33883e-17	-1.91648e-18	-4.97529e-17	32.1057	113.749	-128.03	-0.950969	1.64508	-0.432038	0.3931	0.190918	5.77575	1.7106	1.55951	2.50564	0	0.0507099
1.5452e-14	16.5627	-0.485347	3.33547e-17	-1.90132e-18	-4.79678e-17	32.1408	113.761	-128.07	-0.951393	1.64422	-0.431535	0.3931	0.190918	5.7839	1.71253	1.56136	2.51002	0	0.0507099
1.54713e-14	16.6483	-0.48542	3.38184e-17	-1.88374e-18	-5.08161e-17	32.1758	113.774	-128.11	-0.951815	1.64338	-0.431046	0.3931	0.190918	5.79205	1.71445	1.5632	2.5144	0	0.05071
1.5494e-14	16.7342	-0.485493	3.3575e-17	-2.07015e-18	-5.27157e-17	32.2109	113.786	-128.149	-0.952235	1.64255	-0.43057	0.393101	0.190918	5.80019	1.71638	1.56504	2.51878	0	0.05071
1.55128e-14	16.8206	-0.485565	3.41283e-17	-2.26624e-18	-5.36521e-17	32.2459	113.798	-128.189	-0.952653	1.64175	-0.430108	0.393101	0.190918	5.80834	1.7183	1.56688	2.52316	0	0.05071
1.55357e-14	16.9074	-0.485637	3.41752e-17	-2.34287e-18	-5.21394e-17	32.281	113.811	-128.229	-0.953071	1.64096	-0.429656	0.393101	0.190918	5.81649	1.72023	1.56872	2.52754	0	0.0507101
1.55526e-14	16.9947	-0.485709	3.45033e-17	-2.47251e-18	-5.18094e-17	32.316	113.823	-128.268	-0.953489	1.64018	-0.429212	0.393102	0.190918	5.82464	1.72215	1.57055	2.53193	0	0.0507101
1.55781e-14	17.0824	-0.48578	3.44289e-17	-2.41852e-18	-4.8406e-17	32.3509	113.835	-128.308	-0.953906	1.63942	-0.428774	0.393102	0.190918	5.83278	1.72408	1.57239	2.53631	0	0.0507102
1.56012e-14	17.1705	-0.485851	3.38941e-17	-2.39364e-18	-5.40462e-17	32.3859	113.847	-128.347	-0.954323	1.63868	-0.42834	0.393102	0.190918	5.84093	1.726	1.57423	2.5407	0	0.0507102
1.56233e-14	17.2591	-0.485921	3.45431e-17	-2.19382e-18	-5.4106e-17	32.4207	113.859	-128.386	-0.95474	1.63794	-0.42791	0.393103	0.190918	5.84907	1.72792	1.57606	2.54509	0	0.0507102
1.56452e-14	17.3481	-0.485992	3.54304e-17	-2.29451e-18	-5.6996e-17	32.4555	113.871	-128.426	-0.955157	1.63722	-0.42748	0.393103	0.190918	5.85722	1.72985	1.5779	2.54948	0	0.0507103
1.56664e-14	17.4376	-0.486062	3.50628e-17	-2.26803e-18	-5.87104e-17	32.4903	113.883	-128.465	-0.955574	1.63649	-0.427049	0.393103	0.190918	5.86537	1.73177	1.57973	2.55387	0	0.0507103
1.56864e-14	17.5275	-0.486131	3.52533e-17	-2.44143e-18	-5.89479e-17	32.5249	113.895	-128.504	-0.955992	1.63578	-0.426614	0.393103	0.190918	5.87351	1.73369	1.58157	2.55826	0	0.0507103
1.57067e-14	17.6179	-0.4862	3.55127e-17	-2.41511e-18	-5.63312e-17	32.5595	113.907	-128.543	-0.956409	1.63506	-0.426175	0.393104	0.190918	5.88166	1.73561	1.5834	2.56265	0	0.0507104
1.57262e-14	17.7087	-0.486269	3.54891e-17	-2.38868e-18	-5.78517e-17	32.5941	113.919	-128.581	-0.956826	1.63435	-0.42573	0.393104	0.190918	5.88981	1.73753	1.58523	2.56705	0	0.0507104
1.57478e-14	17.7999	-0.486338	3.65341e-17	-2.474e-18	-6.44355e-17	32.6286	113.931	-128.62	-0.957243	1.63365	-0.42528	0.393104	0.190918	5.89795	1.73945	1.58706	2.57144	0	0.0507105
1.57686e-14	17.8917	-0.486406	3.54961e-17	-2.53598e-18	-6.44524e-17	32.663	113.942	-128.659	-0.957659	1.63295	-0.424824	0.393105	0.190918	5.9061	1.74137	1.58889	2.57584	0	0.0507105
1.57886e-14	17.9839	-0.486473	3.58073e-17	-2.60766e-18	-6.76639e-17	32.6974	113.954	-128.697	-0.958075	1.63225	-0.424362	0.393105	0.190918	5.91424	1.74328	1.59072	2.58024	0	0.0507105
1.58045e-14	18.0765	-0.486541	3.62833e-17	-2.56464e-18	-6.5707e-17	32.7318	113.966	-128.736	-0.95849	1.63156	-0.423896	0.393105	0.190918	5.92239	1.7452	1.59255	2.58464	0	0.0507106
1.58275e-14	18.1696	-0.486608	3.68163e-17	-2.5956e-18	-6.4688e-17	32.7661	113.978	-128.774	-0.958904	1.63087	-0.423425	0.393105	0.190918	5.93053	1.74712	1.59438	2.58904	0	0.0507106
1.58515e-14	18.2632	-0.486675	3.76057e-17	-2.52433e-18	-6.93505e-17	32.8003	113.989	-128.812	-0.959316	1.63019	-0.422949	0.393106	0.190918	5.93868	1.74903	1.59621	2.59344	0	0.0507106
1.587e-14	18.3573	-0.486741	3.73526e-17	-2.40817e-18	-7.21151e-17	32.8345	114.001	-128.851	-0.959727	1.6295	-0.422471	0.393106	0.190918	5.94682	1.75095	1.59803	2.59784	0	0.0507107
1.58943e-14	18.4518	-0.486807	3.77447e-17	-2.41599e-18	-7.7197e-17	32.8686	114.013	-128.889	-0.960137	1.62882	-0.421989	0.393106	0.190918	5.95497	1.75286	1.59986	2.60224	0	0.0507107
1.5915e-14	18.5468	-0.486873	3.81494e-17	-2.35064e-18	-7.62594e-17	32.9027	114.024	-128.927	-0.960545	1.62814	-0.421506	0.393106	0.190918	5.96311	1.75478	1.60168	2.60665	0	0.0507107
1.59366e-14	18.6423	-0.486939	3.94943e-17	-2.29114e-18	-7.63725e-17	32.9367	114.036	-128.965	-0.960952	1.62746	-0.421021	0.393107	0.190918	5.97126	1.75669	1.60351	2.61106	0	0.0507108
1.59539e-14	18.7382	-0.487004	3.97733e-17	-2.10683e-18	-7.93185e-17	32.9706	114.047	-129.002	-0.961357	1.62678	-0.420534	0.393107	0.190918	5.9794	1.75861	1.60533	2.61546	0	0.0507108
1.59765e-14	18.8346	-0.487069	3.97909e-17	-2.0906e-18	-7.93918e-17	33.0044	114.059	-129.04	-0.96176	1.62609	-0.420048	0.393107	0.190918	5.98755	1.76052	1.60715	2.61987	0	0.0507108
1.59971e-14	18.9316	-0.487133	3.96619e-17	-2.05506e-18	-7.8686e-17	33.0382	114.07	-129.078	-0.96216	1.6254	-0.419561	0.393107	0.190918	5.99569	1.76243	1.60898	2.62428	0	0.0507109
1.60176e-14	19.029	-0.487197	3.99541e-17	-1.94608e-18	-8.12093e-17	33.0719	114.082	-129.115	-0.962558	1.6247	-0.419077	0.393108	0.190918	6.00383	1.76434	1.6108	2.62869	0	0.0507109
1.60402e-14	19.1269	-0.487261	4.17432e-17	-1.96961e-18	-8.43772e-17	33.1056	114.093	-129.153	-0.962954	1.62399	-0.418597	0.393108	0.190918	6.01198	1.76625	1.61262	2.63311	0	0.0507109
1.60583e-14	19.2252	-0.487325	4.13141e-17	-1.94684e-18	-8.71566e-17	33.1392	114.104	-129.19	-0.963345	1.62327	-0.418123	0.393108	0.190918	6.02012	1.76816	1.61444	2.63752	0	0.0507109
1.60779e-14	19.3241	-0.487388	4.12246e-17	-2.02561e-18	-8.59955e-17	33.1728	114.116	-129.227	-0.963732	1.62251	-0.417662	0.393108	0.190918	6.02827	1.77007	1.61626	2.64194	0	0.050711
1.60993e-14	19.4235	-0.487451	4.17802e-17	-2.07324e-18	-8.4981e-17	33.2064	114.127	-129.265	-0.964113	1.62173	-0.417216	0.393109	0.190918	6.03641	1.77198	1.61808	2.64635	0	0.050711
